source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,dorothea_level,n_references,n_resources
P35869,P04798,AHR,CYP1A1,1,1,0,1,1,0,DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;SIGNOR;TRRUST_DoRothEA,HTRIdb:10359656;HTRIdb:16972788;HTRIdb:17785579;HTRIdb:9698073;SIGNOR:17012224;SIGNOR:9865727,6,A,6,3
P35869,P05177,AHR,CYP1A2,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:17785579,1,A,1,2
P35869,Q16678,AHR,CYP1B1,1,1,0,1,1,0,DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;SIGNOR;TRRUST_DoRothEA,HTRIdb:12801909;HTRIdb:17785579;SIGNOR:17012224,3,A,3,3
P35869,P01100,AHR,FOS,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:10478842;HTRIdb:10478842,2,A,1,2
P35869,P01106,AHR,MYC,1,0,0,0,0,0,FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P35869,P19224,AHR,UGT1A6,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:9466822;HTRIdb:9466822,2,A,1,2
P10275,P61221,AR,ABCE1,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q6JQN1,AR,ACAD10,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P15309,AR,ACP3,1,0,0,0,0,0,DoRothEA;HTRIdb;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P02765,AR,AHSG,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA,NA,1,A,0,0
P10275,P15121,AR,AKR1B1,1,0,0,0,0,0,DoRothEA;HTRIdb;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P42330,AR,AKR1C3,1,0,1,1,0,1,HOCOMOCO_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P31749,AR,AKT1,1,1,0,1,1,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P10696,AR,ALPG,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,0,A,0,0
P10275,Q9UM13,AR,ANAPC10,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q96CW1,AR,AP2M1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q92624,AR,APPBP2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P18850,AR,ATF6,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q13315,AR,ATM,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA,NA,1,A,0,0
P10275,P23634,AR,ATP2B4,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q9NXR7,AR,BABAM2,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,HTRIdb:20610535,1,A,1,2
P10275,O75531,AR,BANF1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P43251,AR,BTD,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q16589,AR,CCNG2,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P01730,AR,CD4,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q99741,AR,CDC6,1,1,0,1,1,0,DoRothEA;HTRIdb;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P19022,AR,CDH2,1,1,0,1,1,0,DoRothEA;HTRIdb;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,O76039,AR,CDKL5,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P38936,AR,CDKN1A,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,DoRothEA:10076995;HTRIdb:10076995;HTRIdb:20610535,3,A,2,2
P10275,Q99967,AR,CITED2,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q13057,AR,COASY,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P23786,AR,CPT2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,1,A,0,0
P10275,P54107,AR,CRISP1,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,DoRothEA:11223178;HTRIdb:11223178,2,A,1,2
P10275,P99999,AR,CYCS,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P07108,AR,DBI,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P20711,AR,DDC,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P30046,AR,DDT,1,1,0,1,1,0,IntAct_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
P10275,O43143,AR,DHX15,1,1,0,1,1,0,DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;TFactS_DoRothEA,DoRothEA:11867260;HTRIdb:20610535,2,A,2,2
P10275,Q96AZ1,AR,EEF1AKMT3,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,0,A,0,0
P10275,P00533,AR,EGFR,1,1,0,1,1,0,DoRothEA;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q13347,AR,EIF3I,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,0,A,0,0
P10275,P78545,AR,ELF3,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P21860,AR,ERBB3,1,1,0,1,1,0,IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P03372,P10275,ESR1,AR,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P11474,AR,ESRRA,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,O00167,AR,EYA2,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA;ReMap_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,O94988,AR,FAM13A,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q3ZCQ3,AR,FAM174B,1,0,0,0,0,0,DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q13451,AR,FKBP5,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;ReMap_DoRothEA;TFactS_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P55317,AR,FOXA1,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O43524,P10275,FOXO3,AR,1,1,0,1,1,0,DoRothEA;FANTOM4_DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:17522055,1,A,1,2
P10275,Q14802,AR,FXYD3,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P35754,AR,GLRX,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P36915,AR,GNL1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q13322,AR,GRB10,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA,DoRothEA:24931201;HTRIdb:20610535,2,A,2,2
P10275,P35269,AR,GTF2F1,1,0,0,0,0,0,JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,Q16778,AR,H2BC21,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,0,A,0,0
P10275,Q14469,AR,HES1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,1,A,0,0
P10275,P52789,AR,HK2,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:24931201;HTRIdb:20610535,2,A,2,2
P10275,P13747,AR,HLA-E,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P09651,AR,HNRNPA1,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,HTRIdb:20610535,1,A,1,2
P10275,Q8NBQ5,AR,HSD17B11,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,HTRIdb:20610535,1,A,1,2
P10275,P80217,AR,IFI35,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P08069,AR,IGF1R,1,1,0,1,1,0,DoRothEA;HTRIdb;ReMap_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P17936,AR,IGFBP3,1,0,0,0,0,0,DoRothEA;HTRIdb;IntAct_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,P01857,AR,IGHG1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P14778,AR,IL1R1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA;ReMap_DoRothEA,NA,1,A,0,0
P10275,P05412,AR,JUN,1,1,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q12809,AR,KCNH2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q5T5P2,AR,KIAA1217,1,0,1,1,0,1,DoRothEA;HTRIdb;ReMap_DoRothEA;TFactS_DoRothEA,DoRothEA:17624924;HTRIdb:20610535,2,A,2,2
P10275,Q13887,AR,KLF5,1,0,0,0,0,0,DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,DoRothEA:19460858;HTRIdb:20610535,2,A,2,2
P10275,P20151,AR,KLK2,1,1,0,1,1,0,DoRothEA-reviews_DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P10275,P07288,AR,KLK3,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;KEGG-MEDICUS;RegNetwork_DoRothEA;SIGNOR;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:11006269;HTRIdb:11994312;HTRIdb:12958311;HTRIdb:14517289;HTRIdb:15557561;HTRIdb:17653089;HTRIdb:7514587;SIGNOR:20069563,8,A,8,4
P10275,Q9Y5K2,AR,KLK4,1,1,0,1,1,0,DoRothEA-reviews_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P10275,P05783,AR,KRT18,1,1,0,1,1,0,DoRothEA-reviews_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
P10275,P05787,AR,KRT8,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P42702,AR,LIFR,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q15648,AR,MED1,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P45452,AR,MMP13,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q92552,AR,MRPS27,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P02795,AR,MT2A,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P15941,AR,MUC1,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P01106,AR,MYC,1,0,0,0,0,0,DoRothEA;FANTOM4_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q15596,AR,NCOA2,1,0,1,1,0,1,DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,DoRothEA:17079484;HTRIdb:20610535,2,A,2,2
P10275,Q92597,AR,NDRG1,1,0,0,0,0,0,IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P19838,P10275,NFKB1,AR,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,Q99801,AR,NKX3-1,1,1,0,0,0,0,IntAct_DoRothEA;SIGNOR;TRRUST_DoRothEA,SIGNOR:16697957,1,A,1,1
P10275,Q8N0W4,AR,NLGN4X,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q9Y5B8,AR,NME7,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q14207,AR,NPAT,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P55786,AR,NPEPPS,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:24931201;HTRIdb:20610535,2,A,2,2
P10275,P35658,AR,NUP214,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P02763,AR,ORM1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P19652,AR,ORM2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q13608,AR,PEX6,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P20142,AR,PGC,1,1,0,1,1,0,DoRothEA-reviews_DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
P10275,P01833,AR,PIGR,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,Q13526,AR,PIN1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q13794,AR,PMAIP1,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q969W9,AR,PMEPA1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;ReMap_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:16213525;HTRIdb:20610535,2,A,2,2
P10275,P41247,AR,PNPLA4,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q12796,AR,PNRC1,1,0,0,0,0,0,DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,DoRothEA:10894149;HTRIdb:20610535,2,A,2,2
P10275,Q14738,AR,PPP2R5D,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P78395,AR,PRAME,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q05655,AR,PRKCD,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;TFactS_DoRothEA,HTRIdb:17178875,1,A,1,2
P10275,P60891,AR,PRPS1,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P35354,AR,PTGS2,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P43378,AR,PTPN9,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P28827,AR,PTPRM,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,O00391,AR,QSOX1,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,HTRIdb:20610535,1,A,1,2
P10275,P38159,AR,RBMX,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q93062,AR,RBPMS,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;ReMap_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q04206,AR,RELA,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q04206,P10275,RELA,AR,1,0,1,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P10275,P34096,AR,RNASE4,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q12770,AR,SCAP,1,1,0,1,1,0,IntAct_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
P10275,P37088,AR,SCNN1A,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q99470,AR,SDF2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P36952,AR,SERPINB5,1,0,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;SIGNOR;TRRUST_DoRothEA,DoRothEA:16304843;HTRIdb:16304843;SIGNOR:16304843,3,A,1,3
P10275,Q99574,AR,SERPINI1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q02978,AR,SLC25A11,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P51531,AR,SMARCA2,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;RegNetwork_DoRothEA;TRED_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P52788,AR,SMS,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;TFactS_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,O43623,AR,SNAI2,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;TFactS_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q00796,AR,SORD,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA,HTRIdb:20372835,1,A,1,2
P10275,Q06945,AR,SOX4,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,O95238,AR,SPDEF,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q9UEW8,AR,STK39,1,0,0,0,0,0,DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q15833,AR,STXBP2,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P51687,AR,SUOX,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q92537,AR,SUSD6,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,HTRIdb:20610535,1,A,1,2
P10275,Q15569,AR,TESK1,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,P10827,AR,THRA,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,O15393,AR,TMPRSS2,1,1,0,1,1,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;IntAct_DoRothEA;ReMap_DoRothEA;SIGNOR;TRRUST_DoRothEA,HTRIdb:20610535;SIGNOR:20308527;SIGNOR:21761340;SIGNOR:24505269,4,A,4,3
P10275,P19438,AR,TNFRSF1A,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb;JASPAR_DoRothEA,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q9UHF7,AR,TRPS1,1,0,0,0,0,0,DoRothEA;HTRIdb;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,DoRothEA:15613454;HTRIdb:20610535,2,A,2,2
P10275,P0CG48,AR,UBC,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P61077,AR,UBE2D3,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P54855,AR,UGT2B15,1,0,0,0,0,0,HOCOMOCO_DoRothEA;IntAct_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
P10275,Q9P0L0,AR,VAPA,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,P15692,AR,VEGFA,1,1,0,1,1,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P10275,P23025,AR,XPA,1,0,0,0,0,0,DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q05516,AR,ZBTB16,1,0,0,0,0,0,DoRothEA;HTRIdb;IntAct_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA,HTRIdb:20610535,1,A,1,2
P10275,Q8N567,AR,ZCCHC9,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
P10275,Q86UP3,AR,ZFHX4,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;DoRothEA;DoRothEA-reviews_DoRothEA;HTRIdb,DoRothEA:17721441;HTRIdb:20610535,2,A,2,2
P10275,Q9BR84,AR,ZNF559,1,0,0,0,0,0,DoRothEA-reviews_DoRothEA,NA,1,A,0,0
Q99856,P01742,ARID3A,IGHV1-69,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
Q99856,P01764,ARID3A,IGHV3-23,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
P27540,O14503,ARNT,BHLHE40,1,0,0,0,0,0,FANTOM4_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
P27540,Q16678,ARNT,CYP1B1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:12801909,1,A,1,2
P27540,P01588,ARNT,EPO,1,1,0,1,1,0,DoRothEA;PAZAR;TRRUST_DoRothEA,DoRothEA:8663540;PAZAR:8089148;PAZAR:8408001,3,A,3,2
P01100,P27540,FOS,ARNT,1,0,0,0,0,0,FANTOM4_DoRothEA;PAZAR_DoRothEA,NA,1,A,0,0
P27540,P00338,ARNT,LDHA,1,0,0,0,0,0,IntAct_DoRothEA,NA,0,A,0,0
P27540,P19224,ARNT,UGT1A6,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:9466822,1,A,1,2
P27540,P15692,ARNT,VEGFA,1,1,0,1,1,0,DoRothEA;KEGG-MEDICUS;PAZAR;TRRUST_DoRothEA,PAZAR:7641334,1,A,1,3
O00327,P01185,ARNTL,AVP,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
O00327,O14503,ARNTL,BHLHE40,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O00327,Q16526,ARNTL,CRY1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFe_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
O00327,Q49AN0,ARNTL,CRY2,1,1,0,1,1,0,TRRUST_DoRothEA,NA,1,A,0,0
O00327,Q10586,ARNTL,DBP,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;TFe_DoRothEA,NA,0,A,0,0
O00327,P20393,ARNTL,NR1D1,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
P20393,O00327,NR1D1,ARNTL,1,0,1,1,0,1,TRRUST_DoRothEA,NA,1,A,0,0
O00327,Q14995,ARNTL,NR1D2,1,0,0,0,0,0,TFe_DoRothEA,NA,0,A,0,0
