source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,dorothea_level,n_references,n_resources
Q01094,P20292,E2F1,ALOX5AP,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q01432,E2F1,AMPD3,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q6P6B7,E2F1,ANKRD16,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O14727,E2F1,APAF1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:12149244,1,A,1,2
Q01094,P10275,E2F1,AR,1,0,1,1,0,1,DoRothEA;FANTOM4_DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:17178887,1,A,1,2
Q01094,Q96PE2,E2F1,ARHGEF17,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q8N8L6,E2F1,ARL10,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q8IUR7,E2F1,ARMC8,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9H1I8,E2F1,ASCC2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NVP2,E2F1,ASF1B,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,DoRothEA:17328667;HTRIdb:17328667,2,A,1,3
Q01094,Q6PL18,E2F1,ATAD2,1,0,0,0,0,0,ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,1
Q01094,Q9H0Y0,E2F1,ATG10,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q13315,E2F1,ATM,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,O14965,E2F1,AURKA,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9Y2T1,E2F1,AXIN2,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,P15291,E2F1,B4GALT1,1,1,0,1,1,0,HOCOMOCO_DoRothEA;PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q9BXH1,E2F1,BBC3,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q96PG8,E2F1,BBC3,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P10415,E2F1,BCL2,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TRRUST_DoRothEA,HTRIdb:11559537,1,A,1,2
Q01094,Q02338,E2F1,BDH1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O14503,E2F1,BHLHE40,1,0,0,0,0,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O00499,E2F1,BIN1,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,O15392,E2F1,BIRC5,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;KEGG-MEDICUS;TRRUST_DoRothEA,NA,0,A,0,1
Q01094,P53004,E2F1,BLVRA,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P35226,E2F1,BMI1,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P12644,E2F1,BMP4,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA,DoRothEA:12629508;HTRIdb:12629508,2,A,1,2
Q01094,Q12983,E2F1,BNIP3,1,1,0,1,1,0,TFactS_DoRothEA,NA,1,A,0,0
Q01094,P38398,E2F1,BRCA1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-distal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:17106239,1,A,1,3
Q01094,P25440,E2F1,BRD2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P55210,E2F1,CASP7,1,1,0,1,1,0,IntAct_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P41180,E2F1,CASR,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P35520,E2F1,CBS,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P45973,E2F1,CBX5,1,0,0,0,0,0,DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,DoRothEA:12629508;HTRIdb:12629508,2,A,1,3
Q01094,Q96M83,E2F1,CCDC7,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P20248,E2F1,CCNA2,1,1,0,1,1,0,IntAct_DoRothEA;TFactS_DoRothEA,NA,0,A,0,0
Q01094,P24385,E2F1,CCND1,1,1,0,1,1,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P30281,E2F1,CCND3,1,1,0,1,1,0,ENCODE-proximal;PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,1
Q01094,P24864,E2F1,CCNE1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,PAZAR:8618861;PAZAR:8668155,2,A,2,2
Q01094,O96020,E2F1,CCNE2,1,0,0,0,0,0,ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA,NA,0,A,0,1
Q01094,Q9Y5K6,E2F1,CD2AP,1,1,0,1,1,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P21854,E2F1,CD72,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q8IWY9,E2F1,CDAN1,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P30304,E2F1,CDC25A,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,1,A,0,1
Q01094,O75419,E2F1,CDC45,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,1,A,0,0
Q01094,Q99741,E2F1,CDC6,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;KEGG-MEDICUS;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q01094,Q9BXL8,E2F1,CDCA4,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA,DoRothEA:16984923;HTRIdb:16984923,2,A,1,3
Q01094,Q9BWT1,E2F1,CDCA7,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9HBT6,E2F1,CDH20,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P33151,E2F1,CDH5,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P06493,E2F1,CDK1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;PAZAR;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,PAZAR:12760745,1,A,1,3
Q01094,P38936,E2F1,CDKN1A,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P49918,E2F1,CDKN1C,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P42771,E2F1,CDKN2A,1,1,0,1,1,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,Q8N726,E2F1,CDKN2A,1,1,0,1,1,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P42773,E2F1,CDKN2C,1,1,0,1,1,0,ENCODE-proximal;IntAct_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA,NA,0,A,0,1
Q01094,Q9H211,E2F1,CDT1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;ENCODE-proximal;TFactS_DoRothEA,NA,1,A,0,1
Q01094,Q92879,E2F1,CELF1,1,0,0,0,0,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P35790,E2F1,CHKA,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O75122,E2F1,CLASP2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q96B33,E2F1,CLDN23,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O00501,E2F1,CLDN5,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9P003,E2F1,CNIH4,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q96H96,E2F1,COQ2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q7KZN9,E2F1,COX15,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q8WYN3,E2F1,CSRNP3,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NSA3,E2F1,CTNNBIP1,1,1,0,1,1,0,DoRothEA;PAZAR;PAZAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,PAZAR:21310950,1,A,1,2
Q01094,Q9UQB3,E2F1,CTNND2,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,O60911,E2F1,CTSV,1,0,0,0,0,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q93034,E2F1,CUL5,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q13948,E2F1,CUX1,1,0,0,0,0,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P39880,E2F1,CUX1,1,0,0,0,0,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9UIK4,E2F1,DAPK2,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9UBU7,E2F1,DBF4,1,1,0,1,1,0,DoRothEA;ENCODE-proximal;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,HTRIdb:12015319;HTRIdb:18503552,2,A,2,3
Q01094,P43146,E2F1,DCC,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA,DoRothEA:12629508;HTRIdb:12629508,2,A,1,2
Q01094,Q96SD1,E2F1,DCLRE1C,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NX09,E2F1,DDIT4,1,0,0,0,0,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O75912,E2F1,DGKI,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA,DoRothEA:12629508;HTRIdb:12629508,2,A,1,2
Q01094,P00374,E2F1,DHFR,1,1,0,1,1,0,ABS;ARACNe-GTEx_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q01094,Q96HU8,E2F1,DIRAS2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O95661,E2F1,DIRAS3,1,0,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:16158053,1,A,1,2
Q01094,P26358,E2F1,DNMT1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,Q92785,E2F1,DPF2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q8N682,E2F1,DRAM1,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9NZJ0,E2F1,DTL,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;ENCODE-proximal;TFactS_DoRothEA,NA,1,A,0,1
Q01094,P28562,E2F1,DUSP1,1,1,0,1,1,0,ENCODE-proximal;JASPAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,1
Q01094,Q13115,E2F1,DUSP4,1,0,0,0,0,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q13409,E2F1,DYNC1I2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
O00716,Q01094,E2F3,E2F1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA,HTRIdb:14576826,1,A,1,2
Q01094,O00716,E2F1,E2F3,1,0,0,0,0,0,PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
O75461,Q01094,E2F6,E2F1,1,0,1,0,0,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,O75461,E2F1,E2F6,1,1,0,1,1,0,FANTOM4_DoRothEA;PAZAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
A0AVK6,Q01094,E2F8,E2F1,1,0,1,1,0,1,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9H8V3,E2F1,ECT2,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,HTRIdb:19015243,1,A,1,2
Q01094,P01133,E2F1,EGF,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P00533,E2F1,EGFR,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q14152,E2F1,EIF3A,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q07075,E2F1,ENPEP,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P07992,E2F1,ERCC1,1,1,0,1,1,0,PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q13216,E2F1,ERCC8,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
P03372,Q01094,ESR1,E2F1,1,1,0,1,1,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P43268,E2F1,ETV4,1,1,0,1,1,0,HOCOMOCO_DoRothEA;PAZAR_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,O00167,E2F1,EYA2,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA,DoRothEA:12629508;HTRIdb:12629508,2,A,1,2
Q01094,Q8NB25,E2F1,FAM184A,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,O15360,E2F1,FANCA,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;ENCODE-proximal;TRRUST_DoRothEA,NA,1,A,0,1
Q01094,Q9BXW9,E2F1,FANCD2,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q4G163,E2F1,FBXO43,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q9UKT4,E2F1,FBXO5,1,1,0,1,1,0,ReMap_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,P11362,E2F1,FGFR1,1,1,0,1,1,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,DoRothEA:19303924;HTRIdb:19303924,2,A,1,2
Q01094,P07954,E2F1,FH,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P49789,E2F1,FHIT,1,0,1,1,0,1,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P17948,E2F1,FLT1,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q9Y261,E2F1,FOXA2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q08050,E2F1,FOXM1,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P54803,E2F1,GALC,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P23771,E2F1,GATA3,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9BRX5,E2F1,GINS3,1,0,0,0,0,0,RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,O75496,E2F1,GMNN,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q9BVP2,E2F1,GNL3,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q5T848,E2F1,GPR158,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q16478,E2F1,GRIK5,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P0C0S8,E2F1,H2AC17,1,1,0,1,1,0,ABS;DoRothEA;JASPAR_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA;TFactS_DoRothEA,PAZAR:7642525,1,A,1,3
Q01094,P06899,E2F1,H2BC11,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA,HTRIdb:12629508,1,A,1,2
Q01094,P62805,E2F1,H4-16,1,0,0,0,0,0,DoRothEA;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,HTRIdb:12629508,1,A,1,2
Q01094,O14929,E2F1,HAT1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P69905,E2F1,HBA1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NRZ9,E2F1,HELLS,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q15011,E2F1,HERPUD1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q14469,Q01094,HES1,E2F1,1,0,1,1,0,1,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q30201,E2F1,HFE,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q14526,E2F1,HIC1,1,1,0,0,0,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q14526,Q01094,HIC1,E2F1,1,0,1,1,0,1,TFe_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P15822,E2F1,HIVEP1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P17096,E2F1,HMGA1,1,1,0,1,1,0,ReMap_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P17482,E2F1,HOXB9,1,1,0,1,1,0,DoRothEA;ORegAnno;ORegAnno_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,DoRothEA:25136922;ORegAnno:25136922,2,A,1,2
Q01094,P11021,E2F1,HSPA5,1,0,1,1,0,1,DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,DoRothEA:18840615;HTRIdb:18840615,2,A,1,2
Q01094,P10809,E2F1,HSPD1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P46695,E2F1,IER3,1,0,0,0,0,0,JASPAR_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9P2H3,E2F1,IFT80,1,0,0,0,0,0,ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,1
Q01094,P42701,E2F1,IL12RB1,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P01584,E2F1,IL1B,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q8N0W5,E2F1,IQCK,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q14653,E2F1,IRF3,1,0,1,1,0,1,TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,Q15306,E2F1,IRF4,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NPH2,E2F1,ISYNA1,1,1,0,1,1,0,TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,P20701,E2F1,ITGAL,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9BR39,E2F1,JPH2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P05412,E2F1,JUN,1,1,0,1,1,0,ReMap_DoRothEA;TFactS_DoRothEA,NA,1,A,0,0
Q01094,Q8TDN1,E2F1,KCNG4,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9NPI9,E2F1,KCNJ16,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P63252,E2F1,KCNJ2,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P57789,E2F1,KCNK10,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q9H3R0,E2F1,KDM4C,1,0,0,0,0,0,PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,P35968,E2F1,KDR,1,1,0,1,1,0,PAZAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,1,A,0,0
Q01094,Q02241,E2F1,KIF23,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;DoRothEA;HTRIdb;HTRIdb_DoRothEA;TFactS_DoRothEA,DoRothEA:19015243;HTRIdb:19015243,2,A,1,2
Q01094,Q5T7B8,E2F1,KIF24,1,0,0,0,0,0,ARACNe-GTEx_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA,NA,0,A,0,0
Q01094,Q99661,E2F1,KIF2C,1,1,0,1,1,0,ARACNe-GTEx_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
Q01094,P43629,E2F1,KIR3DL1,1,1,0,1,1,0,JASPAR_DoRothEA;TFactS_DoRothEA;TRRUST_DoRothEA,NA,0,A,0,0
