#: :filename=/home/mvazque2/.rbbt/tmp/tmp-529065313.Sheet1#:type=:double
#TF_name	GENE PRODUCT ID	GO:0140223
RRN3P2	A6NIE6	GO:0140223
TAF4	O00268	GO:0140223
SNAPC5	O75971	GO:0140223
UBTFL1	P0CB47	GO:0140223
UBTFL6	P0CB48	GO:0140223
GTF2F2	P13984	GO:0140223
UBTF	P17480	GO:0140223
TBP	P20226	GO:0140223
TAF1	P21675	GO:0140223
GTF2E1	P29083	GO:0140223
GTF2E2	P29084	GO:0140223
GTF2F1	P35269	GO:0140223
TAF6	P49848	GO:0140223
CCNH	P51946	GO:0140223
GTF2A1	P52655	GO:0140223
GTF2A2	P52657	GO:0140223
PRRX1	P54821	GO:0140223
TBPL1	P62380	GO:0140223
GTF2B	Q00403	GO:0140223
DR1	Q01658	GO:0140223
GTF3C1	Q12789	GO:0140223
TAF10	Q12962	GO:0140223
SNAPC2	Q13487	GO:0140223
GTF2H2	Q13888	GO:0140223
GTF2H3	Q13889	GO:0140223
DRAP1	Q14919	GO:0140223
TAF5	Q15542	GO:0140223
TAF13	Q15543	GO:0140223
TAF11	Q15544	GO:0140223
TAF7	Q15545	GO:0140223
TAF1C	Q15572	GO:0140223
TAF12	Q16514	GO:0140223
SNAPC1	Q16533	GO:0140223
TAF9	Q16594	GO:0140223
RRN3P1	Q2M238	GO:0140223
TAF7L	Q5H9L4	GO:0140223
SNAPC4	Q5SXM2	GO:0140223
TAF3	Q5VWG9	GO:0140223
TAF2	Q6P1X5	GO:0140223
TBPL2	Q6SJ96	GO:0140223
TAF8	Q7Z7C8	GO:0140223
TAF1L	Q8IZX4	GO:0140223
GTF3C2	Q8WUA4	GO:0140223
TAF4B	Q92750	GO:0140223
GTF2H4	Q92759	GO:0140223
SNAPC3	Q92966	GO:0140223
BRF1	Q92994	GO:0140223
GTF3C6	Q969F1	GO:0140223
PAAF1	Q9BRP4	GO:0140223
TAF9B	Q9HBM6	GO:0140223
RRN3	Q9NYV6	GO:0140223
GTF3C4	Q9UKN8	GO:0140223
GTF3C5	Q9Y5Q8	GO:0140223
GTF3C3	Q9Y5Q9	GO:0140223
TAF6L	Q9Y6J9	GO:0140223
